"","probes"
"85621","cg15701412"
"85622","cg05168229"
"85623","cg10688799"
"85624","cg02969426"
"85625","cg00495503"
"85626","cg25826913"
"85627","cg17015467"
"85628","cg24973289"
"85629","cg23912239"
"85630","cg24593688"
"85631","cg13040693"
"85632","cg08559648"
"85633","cg02472998"
"85634","cg20558112"
"85635","cg06172950"
"85636","cg12894250"
"85637","cg25481672"
"85638","cg07312701"
"85639","cg04812484"
"85640","cg06215457"
"85641","cg20884298"
"85642","cg05014103"
"85643","cg18004003"
"85644","cg01351327"
"85645","cg05187700"
"85646","cg13988313"
"85647","cg20020057"
"85648","cg02208270"
"85649","cg14391832"
"85650","cg02134046"
"85651","cg07441659"
"85652","cg10775278"
"85653","cg11079278"
"85654","cg20997247"
"85655","cg00613224"
"85656","cg14269973"
"85657","cg02017534"
"85658","cg25658983"
"85659","cg14662172"
"85660","cg17771150"
"85661","cg11854491"
"85662","cg06473578"
"85663","cg19713638"
"85664","cg05963211"
"85665","cg18845718"
"85666","cg05699739"
"85667","cg02250787"
"85668","cg11514288"
"85669","cg01620540"
"85670","cg15692052"
"85671","cg09394608"
"85672","cg25512742"
"85673","cg18423626"
"85674","cg18026416"
"85675","cg19473653"
"85676","cg13221796"
"85677","cg26740195"
"85678","cg21512370"
"85679","cg25165199"
"85680","cg06038701"
"85681","cg26391794"
"85682","cg10514207"
"85683","cg06481158"
"85684","cg06396119"
"85685","cg05077231"
"85686","cg20798249"
"85687","cg07447742"
"85688","cg21726844"
"85689","cg07935568"
"85690","cg02620013"
"85691","cg06476591"
"85692","cg09200921"
"85693","cg23378722"
"85694","cg01618923"
"85695","cg21218957"
"85696","cg01214340"
"85697","cg16956501"
"85698","cg25162948"
"85699","cg21320768"
"85700","cg21801165"
"85701","cg15562212"
"85702","cg23213230"
"85703","cg12368542"
"85704","cg01803928"
"85705","cg06133205"
"85706","cg13204699"
"85707","cg09153683"
"85708","cg03369344"
"85709","cg14857764"
"85710","cg09524946"
"85711","cg20529344"
"85712","cg12883980"
"85713","cg05191839"
"85714","cg25266816"
"85715","cg07917052"
"85716","cg24585282"
"85717","cg06679720"
"85718","cg20400592"
"85719","cg05965387"
"85720","cg17288288"
"85721","cg03389701"
"85722","cg09081997"
"85723","cg20192814"
"85724","cg11807040"
"85725","cg13648764"
"85726","cg21752578"
"85727","cg09338645"
"85728","cg07691146"
"85729","cg18331061"
"85730","cg06959251"
"85731","cg13153049"
"85732","cg27032905"
"85733","cg11083457"
"85734","cg00170931"
"85735","cg07436820"
"85736","cg10877241"
"85737","cg00187692"
"85738","cg19619807"
"85739","cg09426825"
"85740","cg10706542"
"85741","cg10373891"
"85742","cg07285641"
"85743","cg04786592"
"85744","cg05600717"
"85745","cg02071074"
"85746","cg20559216"
"85747","cg18057513"
"85748","cg20489946"
"85749","cg06906869"
"85750","cg19049152"
"85751","cg25692524"
"85752","cg24678163"
"85753","cg17445044"
"85754","cg16114640"
"85755","cg10247061"
"85756","cg05335186"
"85757","cg12458913"
"85758","cg00495681"
"85759","cg02215357"
"85760","cg09557313"
"85761","cg00345862"
"85762","cg00708598"
"85763","cg00761968"
"85764","cg22398616"
"85765","cg16301924"
"85766","cg05493770"
"85767","cg04134069"
"85768","cg18002116"
"85769","cg14950829"
"85770","cg25600049"
"85771","cg00287312"
"85772","cg20366906"
"85773","cg14171414"
"85774","cg16027761"
"85775","cg01382137"
"85776","cg19456622"
"85777","cg12545687"
"85778","cg06114087"
"85779","cg12568898"
"85780","cg10484958"
"85781","cg27127814"
"85782","cg00525503"
"85783","cg15946212"
"85784","cg22000050"
"85785","cg01097696"
"85786","cg07063171"
"85787","cg16779498"
"85788","cg11326793"
"85789","cg22888850"
"85790","cg21863546"
"85791","cg06870073"
"85792","cg10246520"
"85793","cg01098981"
"85794","cg24932628"
"85795","cg02570298"
"85796","cg10284406"
"85797","cg03432948"
"85798","cg12008054"
"85799","cg16877162"
"85800","cg14495209"
"85801","cg12101340"
"85802","cg07949060"
"85803","cg06529264"
"85804","cg09708598"
"85805","cg19092045"
"85806","cg20845494"
"85807","cg02874768"
"85808","cg15832602"
"85809","cg12726014"
"85810","cg08714076"
"85811","cg18315960"
"85812","cg03689195"
"85813","cg23004758"
"85814","cg15112032"
"85815","cg12606396"
"85816","cg11312408"
"85817","cg14427009"
"85818","cg22840780"
"85819","cg07921625"
"85820","cg07629125"
"85821","cg25505137"
"85822","cg19987180"
"85823","cg09959790"
"85824","cg10550033"
"85825","cg09792378"
"85826","cg10375559"
"85827","cg26306530"
"85828","cg13193392"
"85829","cg07028929"
"85830","cg12544957"
"85831","cg01836044"
"85832","cg22936975"
"85833","cg12525584"
"85834","cg18671854"
"85835","cg17903776"
"85836","cg15182360"
"85837","cg06759944"
"85838","cg15707948"
"85839","cg19942987"
"85840","cg06682556"
"85841","cg15706776"
"85842","cg09985739"
"85843","cg25491122"
"85844","cg27422141"
"85845","cg11917288"
"85846","cg11746996"
"85847","cg10428413"
"85848","cg23289021"
"85849","cg06492706"
"85850","cg01661350"
"85851","cg24401870"
"85852","cg17308852"
"85853","cg18542613"
"85854","cg16198315"
"85855","cg26531076"
"85856","cg13960999"
"85857","cg19690494"
"85858","cg05447102"
"85859","cg14924131"
"85860","cg09677330"
"85861","cg14043104"
"85862","cg22780193"
"85863","cg18203974"
"85864","cg09195234"
"85865","cg09692364"
"85866","cg08704660"
"85867","cg23886165"
"85868","cg00574740"
"85869","cg15229454"
"85870","cg17512989"
"85871","cg06946543"
"85872","cg11440915"
"85873","cg11831419"
"85874","cg21476824"
"85875","cg01178924"
"85876","cg08574978"
"85877","cg25992016"
"85878","cg06398482"
"85879","cg27275523"
"85880","cg20248204"
"85881","cg15901783"
"85882","cg02397552"
"85883","cg25253705"
"85884","cg13434989"
"85885","cg16739796"
"85886","cg08321129"
"85887","cg12983394"
"85888","cg24745738"
"85889","cg09786383"
"85890","cg07974719"
"85891","cg10792120"
"85892","cg12321193"
"85893","cg06615699"
"85894","cg19029904"
"85895","cg03261929"
"85896","cg23619399"
"85897","cg20028827"
"85898","cg18539122"
"85899","cg13338137"
"85900","cg00055679"
"85901","cg08693738"
"85902","cg23361092"
"85903","cg12852499"
"85904","cg17319774"
"85905","cg14599091"
"85906","cg06675375"
"85907","cg04404489"
"85908","cg23440004"
"85909","cg11806672"
"85910","cg08097882"
"85911","cg17957186"
"85912","cg15604467"
"85913","cg12507881"
"85914","cg07010948"
"85915","cg12064276"
"85916","cg14010318"
"85917","cg04613313"
"85918","cg25815229"
"85919","cg01819759"
"85920","cg05295671"
"85921","cg21838488"
"85922","cg01159003"
"85923","cg00987246"
"85924","cg16969872"
"85925","cg25884883"
"85926","cg23342148"
"85927","cg03010009"
"85928","cg05317600"
"85929","cg09309208"
"85930","cg15374435"
"85931","cg18607411"
"85932","cg10478035"
"85933","cg13054007"
"85934","cg06373660"
"85935","cg05384887"
"85936","cg16727923"
"85937","cg21448057"
"85938","cg18937395"
"85939","cg25188032"
"85940","cg02365360"
"85941","cg22057720"
"85942","cg10236414"
"85943","cg07104706"
"85944","cg19109538"
"85945","cg07710481"
"85946","cg04479219"
"85947","cg16787483"
"85948","cg09823859"
"85949","cg24366314"
"85950","cg18347762"
"85951","cg06116009"
"85952","cg22237345"
"85953","cg16906187"
"85954","cg26960333"
"85955","cg20647118"
"85956","cg12510717"
"85957","cg26782322"
"85958","cg16069359"
"85959","cg25012257"
"85960","cg02319868"
"85961","cg05256043"
"85962","cg09189889"
"85963","cg11762968"
"85964","cg11432962"
"85965","cg10918328"
"85966","cg03520683"
"85967","cg10907237"
"85968","cg09887220"
"85969","cg10172432"
"85970","cg23588462"
"85971","cg00629427"
"85972","cg02689863"
"85973","cg14392804"
"85974","cg22859289"
"85975","cg01541178"
"85976","cg03342208"
"85977","cg07483244"
"85978","cg20963741"
"85979","cg10067970"
"85980","cg04730685"
"85981","cg13231921"
"85982","cg23111830"
"85983","cg01212887"
"85984","cg15482872"
"85985","cg11699435"
"85986","cg19034505"
"85987","cg14185541"
"85988","cg11007120"
"85989","cg17258607"
"85990","cg08466399"
"85991","cg24291991"
"85992","cg11507052"
"85993","cg01470551"
"85994","cg26163458"
"85995","cg18107232"
"85996","cg15876676"
"85997","cg14808360"
"85998","cg09138272"
"85999","cg18016288"
"86000","cg18470456"
"86001","cg13452162"
"86002","cg16232183"
"86003","cg06428163"
"86004","cg18393747"
"86005","cg24529736"
"86006","cg04194341"
"86007","cg11337289"
"86008","cg19647813"
"86009","cg15792252"
"86010","cg04101379"
"86011","cg03839709"
"86012","cg07514505"
"86013","cg16409650"
"86014","cg11411106"
"86015","cg21502551"
"86016","cg15292110"
"86017","cg23244605"
"86018","cg21587211"
"86019","cg10114279"
"86020","cg11278291"
"86021","cg20420873"
"86022","cg00158308"
"86023","cg07885141"
"86024","cg18842353"
"86025","cg03099780"
"86026","cg24341515"
"86027","cg06155414"
"86028","cg11510043"
"86029","cg06929724"
"86030","cg24714606"
"86031","cg25151295"
"86032","cg09690145"
"86033","cg01679262"
"86034","cg17284326"
"86035","cg22073869"
"86036","cg00071727"
"86037","cg24014538"
"86038","cg02857774"
"86039","cg25238982"
"86040","cg09635874"
"86041","cg07864647"
"86042","cg12309938"
"86043","cg15017828"
"86044","cg18053715"
"86045","cg17802364"
"86046","cg25448281"
"86047","cg11829616"
"86048","cg16924565"
"86049","cg01442200"
"86050","cg11966803"
"86051","cg08731009"
"86052","cg14573356"
"86053","cg13222768"
"86054","cg17176619"
"86055","cg24981097"
"86056","cg07899263"
"86057","cg20246907"
"86058","cg12355681"
"86059","cg05621157"
"86060","cg10694152"
"86061","cg16627905"
"86062","cg24122364"
"86063","cg11462939"
"86064","cg24586978"
"86065","cg16624069"
"86066","cg02799880"
"86067","cg21712331"
"86068","cg27518324"
"86069","cg10811485"
"86070","cg01205935"
"86071","cg09855140"
"86072","cg05912299"
"86073","cg17910899"
"86074","cg00049616"
"86075","cg03261783"
"86076","cg15807314"
"86077","cg00988050"
"86078","cg05877118"
"86079","cg18695543"
"86080","cg20129210"
"86081","cg21781979"
"86082","cg11195797"
"86083","cg18958126"
"86084","cg00743094"
"86085","cg01297756"
"86086","cg03548980"
"86087","cg23401601"
"86088","cg25786388"
"86089","cg22732615"
"86090","cg00998451"
"86091","cg00958334"
"86092","cg26259758"
"86093","cg12013443"
"86094","cg13783434"
"86095","cg10945274"
"86096","cg09433509"
"86097","cg16823535"
"86098","cg00472029"
"86099","cg18410872"
"86100","cg11077516"
"86101","cg06691229"
"86102","cg15669196"
"86103","cg03313945"
"86104","cg02600430"
"86105","cg16105906"
"86106","cg24259244"
"86107","cg05617469"
"86108","cg10679688"
"86109","cg25845367"
"86110","cg20374595"
"86111","cg08813349"
"86112","cg17933512"
"86113","cg25962735"
"86114","cg21237345"
"86115","cg24690071"
"86116","cg18383890"
"86117","cg15188010"
"86118","cg18431640"
"86119","cg17882660"
"86120","cg20057676"
"86121","cg06580725"
"86122","cg21481275"
"86123","cg09287190"
"86124","cg25527494"
"86125","cg06654537"
"86126","cg25334575"
"86127","cg19385331"
"86128","cg07501233"
"86129","cg11990630"
"86130","cg24064266"
"86131","cg12821539"
"86132","cg12438547"
"86133","cg19526568"
"86134","cg05072470"
"86135","cg07941927"
"86136","cg26155867"
"86137","cg21885864"
"86138","cg11694262"
"86139","cg06776146"
"86140","cg00402417"
"86141","cg01528028"
"86142","cg18747039"
"86143","cg08534628"
"86144","cg06568323"
"86145","cg11183144"
"86146","cg09194815"
"86147","cg26574777"
"86148","cg19937572"
"86149","cg02771673"
"86150","cg04921578"
"86151","cg06398335"
"86152","cg05327509"
"86153","cg22175781"
"86154","cg00703120"
"86155","cg18834544"
"86156","cg17371841"
"86157","cg02425595"
"86158","cg02923162"
"86159","cg00336946"
"86160","cg18100153"
"86161","cg25710107"
"86162","cg02162202"
"86163","cg19349476"
"86164","cg25270899"
"86165","cg23428192"
"86166","cg05105740"
"86167","cg25032963"
"86168","cg18571782"
"86169","cg16204989"
"86170","cg06934394"
"86171","cg07494300"
"86172","cg01129320"
"86173","cg17910274"
"86174","cg02932669"
"86175","cg23056157"
"86176","cg15209376"
"86177","cg09276445"
"86178","cg11838152"
"86179","cg21276549"
"86180","cg09896622"
"86181","cg05210258"
"86182","cg24877509"
"86183","cg08958618"
"86184","cg24507144"
"86185","cg09225948"
"86186","cg15744240"
"86187","cg06960698"
"86188","cg21513836"
"86189","cg04015777"
"86190","cg10628699"
"86191","cg22954906"
"86192","cg00009871"
"86193","cg09887906"
"86194","cg09287356"
"86195","cg05329135"
"86196","cg22971191"
"86197","cg06084210"
"86198","cg14397696"
"86199","cg19502050"
"86200","cg09259797"
"86201","cg00390259"
"86202","cg12164955"
"86203","cg08141959"
"86204","cg13954022"
"86205","cg17494199"
"86206","cg06376558"
"86207","cg26791961"
"86208","cg24169486"
"86209","cg27604620"
"86210","cg27392804"
"86211","cg01041717"
"86212","cg03603866"
"86213","cg16210355"
"86214","cg05372727"
"86215","cg04048131"
"86216","cg09394488"
"86217","cg17906168"
"86218","cg00241273"
"86219","cg12053155"
"86220","cg19455115"
"86221","cg17464815"
"86222","cg13930220"
"86223","cg23568643"
"86224","cg23762915"
"86225","cg01030081"
"86226","cg26528403"
"86227","cg05419096"
"86228","cg06614754"
"86229","cg04314986"
"86230","cg10589235"
"86231","cg09398762"
"86232","cg22563937"
"86233","cg22274473"
"86234","cg16325174"
"86235","cg13398192"
"86236","cg06833978"
"86237","cg25536171"
"86238","cg03994959"
"86239","cg09158314"
"86240","cg10357368"
"86241","cg14884793"
"86242","cg07647726"
"86243","cg14396117"
"86244","cg05933736"
"86245","cg27651090"
"86246","cg05717677"
"86247","cg03269020"
"86248","cg15244467"
"86249","cg11300777"
"86250","cg08404009"
"86251","cg11693848"
"86252","cg24719241"
"86253","cg27436056"
"86254","cg16291699"
"86255","cg26030244"
"86256","cg21031035"
"86257","cg22410826"
"86258","cg25924746"
"86259","cg21266798"
"86260","cg24670552"
"86261","cg02315096"
"86262","cg17797229"
"86263","cg00006787"
"86264","cg15099397"
"86265","cg02250258"
"86266","cg25682171"
"86267","cg16436782"
"86268","cg23125970"
"86269","cg03296248"
"86270","cg25091527"
"86271","cg19700260"
"86272","cg22382805"
"86273","cg22232704"
"86274","cg24384882"
"86275","cg17453252"
"86276","cg18735775"
"86277","cg15455643"
"86278","cg03482866"
"86279","cg24283836"
"86280","cg18570658"
"86281","cg17090754"
"86282","cg24995674"
"86283","cg21158935"
"86284","cg20450058"
"86285","cg21229079"
"86286","cg08949329"
"86287","cg16522557"
"86288","cg05063632"
"86289","cg07800658"
"86290","cg16728323"
"86291","cg13364624"
"86292","cg07610765"
"86293","cg20247853"
"86294","cg06258529"
"86295","cg16682206"
"86296","cg12658929"
"86297","cg10287482"
"86298","cg15747390"
"86299","cg05584070"
"86300","cg20826899"
"86301","cg03427330"
"86302","cg05852786"
"86303","cg23765126"
"86304","cg14484885"
"86305","cg04398156"
"86306","cg23391368"
"86307","cg12454229"
"86308","cg03177392"
"86309","cg23596308"
"86310","cg16427670"
"86311","cg00557354"
"86312","cg09129334"
"86313","cg10380312"
"86314","cg21821108"
"86315","cg24925901"
"86316","cg16178942"
"86317","cg14294077"
"86318","cg27030655"
"86319","cg17186418"
"86320","cg24102792"
"86321","cg20555562"
"86322","cg18960389"
"86323","cg22725830"
"86324","cg11202887"
"86325","cg21886042"
"86326","cg17092340"
"86327","cg11116200"
"86328","cg08453811"
"86329","cg08215169"
"86330","cg01575414"
"86331","cg05401839"
"86332","cg10929628"
"86333","cg14154082"
"86334","cg08157459"
"86335","cg14420012"
"86336","cg24892433"
"86337","cg11505037"
"86338","cg11377054"
"86339","cg27285197"
"86340","cg03486181"
"86341","cg27543320"
"86342","cg10821841"
"86343","cg01406072"
"86344","cg14352298"
"86345","cg12773197"
"86346","cg06112554"
"86347","cg14711013"
"86348","cg15665203"
"86349","cg26726652"
"86350","cg00518857"
"86351","cg16982073"
"86352","cg19460909"
"86353","cg11405544"
"86354","cg20914488"
"86355","cg13063845"
"86356","cg26578408"
"86357","cg03373530"
"86358","cg23504522"
"86359","cg23802307"
"86360","cg14510322"
"86361","cg10261641"
"86362","cg27051752"
"86363","cg03784113"
"86364","cg23770524"
"86365","cg02864126"
"86366","cg08644897"
"86367","cg16551520"
"86368","cg14559574"
"86369","cg23440520"
"86370","cg14641143"
"86371","cg05294112"
"86372","cg08757989"
"86373","cg22054449"
"86374","cg15095926"
"86375","cg00804796"
"86376","cg15896151"
"86377","cg16629749"
"86378","cg18744273"
"86379","cg06854104"
"86380","cg03112417"
"86381","cg25247122"
"86382","cg08658287"
"86383","cg19587838"
"86384","cg06801384"
"86385","cg09846510"
"86386","cg20036641"
"86387","cg24877616"
"86388","cg21289437"
"86389","cg06038599"
"86390","cg18059397"
"86391","cg09498572"
"86392","cg07502829"
"86393","cg08600430"
"86394","cg11870560"
"86395","cg18541254"
"86396","cg04596004"
"86397","cg09972259"
"86398","cg19096825"
"86399","cg26751356"
"86400","cg02155884"
"86401","cg10414975"
"86402","cg13844402"
"86403","cg07033624"
"86404","cg21186708"
"86405","cg08152546"
"86406","cg06049868"
"86407","cg24975834"
"86408","cg01757312"
"86409","cg20829347"
"86410","cg27301032"
"86411","cg00663972"
"86412","cg11199713"
"86413","cg19407095"
"86414","cg19802138"
"86415","cg04865691"
"86416","cg26151467"
"86417","cg00073003"
"86418","cg10245273"
"86419","cg14289542"
"86420","cg17607298"
"86421","cg13073186"
"86422","cg15184687"
"86423","cg07338917"
"86424","cg15059558"
"86425","cg16907101"
"86426","cg10438921"
"86427","cg00368687"
"86428","cg17633592"
"86429","cg19618297"
"86430","cg04469219"
"86431","cg24747764"
"86432","cg09285795"
"86433","cg20978721"
"86434","cg03254538"
"86435","cg21726850"
"86436","cg15875607"
"86437","cg19809734"
"86438","cg16325628"
"86439","cg25928208"
"86440","cg10300728"
"86441","cg07364729"
"86442","cg07460717"
"86443","cg19353326"
"86444","cg06408679"
"86445","cg05165750"
"86446","cg08554536"
"86447","cg18908185"
"86448","cg18467922"
"86449","cg20920549"
"86450","cg00627998"
"86451","cg23050971"
"86452","cg25570864"
"86453","cg01011530"
"86454","cg10167512"
"86455","cg23002238"
"86456","cg17667595"
"86457","cg04753475"
"86458","cg27059840"
"86459","cg05411056"
"86460","cg22825961"
"86461","cg07688836"
"86462","cg21459486"
"86463","cg24582743"
"86464","cg25579204"
"86465","cg07134266"
"86466","cg14568552"
"86467","cg02188190"
"86468","cg26068160"
"86469","cg03797537"
"86470","cg03609024"
"86471","cg13224139"
"86472","cg20537886"
"86473","cg07670389"
"86474","cg19763682"
"86475","cg06231581"
"86476","cg26451930"
"86477","cg25369070"
"86478","cg17289451"
"86479","cg17576736"
"86480","cg26879741"
"86481","cg20923605"
"86482","cg00460322"
"86483","cg21484527"
"86484","cg12300725"
"86485","cg22477731"
"86486","cg01919701"
"86487","cg21650193"
"86488","cg13408046"
"86489","cg17203447"
"86490","cg08296665"
"86491","cg15875654"
"86492","cg14743812"
